ORDEN;Horas;Importe
OS-1190;1.37;157990
OS-1191;1.37;169000
OS-1192;1.37;260000
OS-1193;1.37;178492
OS-1194;1.37;179044
OS-1195;1.37;157990
OS-1196;1.38;219989
OS-1197;1.38;157990
OS-1198;1.38;229990
OS-1199;1.38;543992
OS-1200;1.38;278988
OS-1201;1.38;140000
OS-1202;1.38;416776
OS-1203;1.38;219484
OS-1204;1.39;219989
OS-1205;1.39;247420
OS-1206;1.39;320001
OS-1207;1.39;222529
OS-1208;1.39;169000
OS-1209;1.39;396963
OS-1210;1.39;229990
OS-1211;1.39;388747
OS-1212;1.39;357267
OS-1213;1.4;205000
OS-1214;1.4;278924
OS-1215;1.4;845227
OS-1216;1.4;299989
OS-1217;1.4;213999
OS-1218;1.4;300802
OS-1219;1.4;1113089
OS-1220;1.4;219991
OS-1221;1.4;460605
OS-1222;1.4;378896
OS-1223;1.4;234729
OS-1224;1.4;264387
OS-1225;1.4;234999
OS-1226;1.4;377086
OS-1227;1.4;178492
OS-1228;1.4;157990
OS-1229;1.4;241791
OS-1230;1.4;403862
OS-1231;1.4;166341
OS-1232;1.4;299989
OS-1233;1.4;179989
OS-1234;1.4;585336
OS-1235;1.4;174991
OS-1236;1.4;275998
OS-1237;1.4;413807
OS-1238;1.4;382295
OS-1239;1.4;220000
OS-1240;1.41;157990
OS-1241;1.41;235991
OS-1242;1.41;309990
OS-1243;1.41;273120
OS-1244;1.41;340232
OS-1245;1.41;197990
OS-1246;1.41;219989
OS-1247;1.41;215131
OS-1248;1.41;178492
OS-1249;1.41;299989
OS-1250;1.41;295000
OS-1251;1.41;233743
OS-1252;1.42;218799
OS-1253;1.42;259990
OS-1254;1.42;382491
OS-1255;1.42;157989
OS-1256;1.42;157989
OS-1257;1.42;219989
OS-1258;1.42;247245
OS-1259;1.42;564518
OS-1260;1.42;574261
OS-1261;1.42;605821
OS-1262;1.42;229989
OS-1263;1.42;672990
OS-1264;1.42;229990
OS-1265;1.43;512990
OS-1266;1.43;209601
OS-1267;1.43;204989
OS-1268;1.43;337491
OS-1269;1.43;219988
OS-1270;1.43;183998
OS-1271;1.43;219989
OS-1272;1.44;251023
OS-1273;1.44;229990
OS-1274;1.44;265491
OS-1275;1.44;229990
OS-1276;1.44;229990
OS-1277;1.44;319191
OS-1278;1.44;229990
OS-1279;1.44;259900
OS-1280;1.45;157990
OS-1281;1.45;123470
OS-1282;1.45;219989
OS-1283;1.45;484492
OS-1284;1.45;219999
OS-1285;1.45;174990
OS-1286;1.46;149990
OS-1287;1.46;178492
OS-1288;1.46;595597
OS-1289;1.46;274999
OS-1290;1.46;186989
OS-1291;1.47;159090
OS-1292;1.47;179990
OS-1293;1.47;159090
OS-1294;1.47;157989
OS-1295;1.47;215000
OS-1296;1.47;157989
OS-1297;1.47;174990
OS-1298;1.47;174990
OS-1299;1.47;174990
OS-1300;1.47;224103
OS-1301;1.47;174990
OS-1302;1.47;174990
OS-1303;1.47;150249
OS-1304;1.47;174991
OS-1305;1.48;232890
OS-1306;1.48;219989
OS-1307;1.48;285213
OS-1308;1.48;199191
OS-1309;1.48;199192
OS-1310;1.48;219989
OS-1311;1.48;585894
OS-1312;1.49;651325
OS-1313;1.49;174990
OS-1314;1.49;209602
OS-1315;1.49;209601
OS-1316;1.49;197990
OS-1317;1.49;209601
OS-1318;1.49;178489
OS-1319;1.49;259990
OS-1320;1.5;1636972
OS-1321;1.5;255000
OS-1322;1.5;220000
OS-1323;1.5;254990
OS-1324;1.5;229989
OS-1325;1.5;310934
OS-1326;1.5;203741
OS-1327;1.5;167990
OS-1328;1.5;149990
OS-1329;1.5;171384
OS-1330;1.5;98175
OS-1331;1.5;84823
OS-1332;1.5;299989
OS-1333;1.5;140000
OS-1334;1.5;199275
OS-1335;1.5;204992
OS-1336;1.5;484962
OS-1337;1.5;157990
OS-1338;1.5;266679
OS-1339;1.5;830738
OS-1340;1.5;355572
OS-1341;1.5;88893
OS-1342;1.5;275071
OS-1343;1.5;265491
OS-1344;1.5;252913
OS-1345;1.5;225769
OS-1346;1.5;271999
OS-1347;1.5;183017
OS-1348;1.5;229990
OS-1349;1.5;189989
OS-1350;1.5;174990
OS-1351;1.5;254990
OS-1352;1.5;264157
OS-1353;1.5;205000
OS-1354;1.5;167360
OS-1355;1.5;204475
OS-1356;1.5;467751
OS-1357;1.5;569990
OS-1358;1.5;88893
OS-1359;1.5;80004
OS-1360;1.5;86751
OS-1361;1.5;244193
OS-1362;1.5;88893
OS-1363;1.5;125635
OS-1364;1.5;157990
OS-1365;1.5;308032
OS-1366;1.5;189989
OS-1367;1.5;239875
OS-1368;1.5;189989
OS-1369;1.5;320845
OS-1370;1.5;269999
OS-1371;1.5;260000
OS-1372;1.5;244898
OS-1373;1.5;205000
OS-1374;1.5;243002
OS-1375;1.5;143459
OS-1376;1.5;205000
OS-1377;1.5;96390
OS-1378;1.5;174990
OS-1379;1.5;318752
OS-1380;1.5;569990
OS-1381;1.5;219991
OS-1382;1.5;279600
OS-1383;1.5;219991
OS-1384;1.5;446432
OS-1385;1.5;318752
OS-1386;1.5;88889
OS-1387;1.5;102281
OS-1388;1.5;88893
OS-1389;1.5;219991
OS-1390;1.5;294990
OS-1391;1.5;279600
OS-1392;1.5;186385
OS-1393;1.5;325999
OS-1394;1.5;96390
OS-1395;1.5;80004
OS-1396;1.5;5455673
OS-1397;1.5;961071
OS-1398;1.5;169000
OS-1399;1.5;377755
OS-1400;1.5;254990
OS-1401;1.5;293193
OS-1402;1.5;96390
OS-1403;1.5;189989
OS-1404;1.5;204989
OS-1405;1.5;169000
OS-1406;1.5;139187
OS-1407;1.5;205000
OS-1408;1.5;205072
OS-1409;1.5;88893
OS-1410;1.5;183274
OS-1411;1.5;129353
OS-1412;1.5;203519
OS-1413;1.5;158883
OS-1414;1.5;148883
OS-1415;1.5;86751
OS-1416;1.5;98175
OS-1417;1.5;174990
OS-1418;1.5;96390
OS-1419;1.5;135598
OS-1420;1.5;98175
OS-1421;1.5;205000
OS-1422;1.5;232873
OS-1423;1.51;212058
OS-1424;1.51;167995
OS-1425;1.51;637531
OS-1426;1.51;214990
OS-1427;1.51;590947
OS-1428;1.51;174990
OS-1429;1.52;299988
OS-1430;1.52;350991
OS-1431;1.52;484491
OS-1432;1.52;220000
OS-1433;1.52;199603
OS-1434;1.52;157990
OS-1435;1.52;169989
OS-1436;1.52;174990
OS-1437;1.52;189989
OS-1438;1.52;178492
OS-1439;1.53;219991
OS-1440;1.53;206801
OS-1441;1.53;265490
OS-1442;1.53;265490
OS-1443;1.53;174990
OS-1444;1.53;178492
OS-1445;1.53;219989
OS-1446;1.54;229989
OS-1447;1.54;310001
OS-1448;1.54;174990
OS-1449;1.55;229990
OS-1450;1.55;331848
OS-1451;1.55;229990
OS-1452;1.55;229990
OS-1453;1.55;230290
OS-1454;1.55;174990
OS-1455;1.55;229990
OS-1456;1.55;229990
OS-1457;1.55;186989
OS-1458;1.55;220000
OS-1459;1.55;197992
OS-1460;1.55;583812
OS-1461;1.56;219989
OS-1462;1.56;310146
OS-1463;1.56;179990
OS-1464;1.56;671975
OS-1465;1.56;294990
OS-1466;1.56;178492
OS-1467;1.56;310000
OS-1468;1.56;577193
OS-1469;1.56;229990
OS-1470;1.57;229990
OS-1471;1.57;344989
OS-1472;1.57;229990
OS-1473;1.57;471687
OS-1474;1.57;310579
OS-1475;1.57;189991
OS-1476;1.57;569978
OS-1477;1.57;178492
OS-1478;1.57;178492
OS-1479;1.57;304990
OS-1480;1.57;575991
OS-1481;1.57;259990
OS-1482;1.58;219991
OS-1483;1.58;219991
OS-1484;1.58;167990
OS-1485;1.58;219991
OS-1486;1.58;179990
OS-1487;1.58;175991
OS-1488;1.58;232100
OS-1489;1.58;219991
OS-1490;1.58;219989
OS-1491;1.58;252439
OS-1492;1.58;167990
OS-1493;1.58;219989
OS-1494;1.58;219991
OS-1495;1.58;174076
OS-1496;1.58;186991
OS-1497;1.58;232100
OS-1498;1.58;197991
OS-1499;1.58;219991
OS-1500;1.58;309990
OS-1501;1.58;259989
OS-1502;1.58;229990
OS-1503;1.58;197276
OS-1504;1.58;175991
OS-1505;1.58;219989
OS-1506;1.58;197991
OS-1507;1.58;219989
OS-1508;1.58;287815
OS-1509;1.59;512991
OS-1510;1.59;155000
OS-1511;1.59;219991
OS-1512;1.59;229990
OS-1513;1.6;197990
OS-1514;1.6;299989
OS-1515;1.6;202307
OS-1516;1.6;307989
OS-1517;1.6;157990
OS-1518;1.6;252619
OS-1519;1.6;304038
OS-1520;1.6;219989
OS-1521;1.6;157989
OS-1522;1.6;298999
OS-1523;1.6;235000
OS-1524;1.6;157989
OS-1525;1.6;260000
OS-1526;1.6;249547
OS-1527;1.6;237992
OS-1528;1.6;233999
OS-1529;1.6;174990
OS-1530;1.6;183999
OS-1531;1.6;229196
OS-1532;1.6;231127
OS-1533;1.6;254990
OS-1534;1.61;178492
OS-1535;1.61;197990
OS-1536;1.61;197990
OS-1537;1.61;197990
OS-1538;1.61;197990
OS-1539;1.61;159090
OS-1540;1.61;498990
OS-1541;1.61;224999
OS-1542;1.61;234999
OS-1543;1.61;233999
OS-1544;1.61;229990
OS-1545;1.62;274990
OS-1546;1.62;167990
OS-1547;1.62;175991
OS-1548;1.62;299989
OS-1549;1.62;269990
OS-1550;1.62;157989
OS-1551;1.62;168999
OS-1552;1.62;276946
OS-1553;1.62;204989
OS-1554;1.63;350991
OS-1555;1.63;350989
OS-1556;1.63;294989
OS-1557;1.63;350989
OS-1558;1.63;196100
OS-1559;1.63;233991
OS-1560;1.63;534989
OS-1561;1.64;141950
OS-1562;1.64;266969
OS-1563;1.64;274999
OS-1564;1.64;300000
OS-1565;1.64;468006
OS-1566;1.64;259989
OS-1567;1.64;185495
OS-1568;1.64;207993
OS-1569;1.64;274998
OS-1570;1.64;206060
OS-1571;1.64;202950
OS-1572;1.64;300000
OS-1573;1.65;719172
OS-1574;1.65;569990
OS-1575;1.65;254988
OS-1576;1.65;254990
OS-1577;1.65;179990
OS-1578;1.65;265491
OS-1579;1.65;219989
OS-1580;1.66;229990
OS-1581;1.66;229990
OS-1582;1.66;229989
OS-1583;1.66;307980
OS-1584;1.66;286156
OS-1585;1.66;140000
OS-1586;1.66;219999
OS-1587;1.66;157990
OS-1588;1.66;140000
OS-1589;1.66;157989
OS-1590;1.66;172174
OS-1591;1.66;275749
OS-1592;1.66;204989
OS-1593;1.66;235622
OS-1594;1.67;208881
OS-1595;1.67;307890
OS-1596;1.67;232100
OS-1597;1.67;295000
OS-1598;1.67;354308
OS-1599;1.67;320889
OS-1600;1.67;265490
OS-1601;1.67;303062
OS-1602;1.67;401570
OS-1603;1.67;294990
OS-1604;1.67;250741
OS-1605;1.67;356544
OS-1606;1.67;265490
OS-1607;1.67;265409
OS-1608;1.67;265490
OS-1609;1.67;294990
OS-1610;1.67;320889
OS-1611;1.67;225519
OS-1612;1.67;202958
OS-1613;1.67;225509
OS-1614;1.68;219989
OS-1615;1.68;186999
OS-1616;1.68;382491
OS-1617;1.68;294990
OS-1618;1.68;199990
OS-1619;1.68;210920
OS-1620;1.68;210923
OS-1621;1.68;319990
OS-1622;1.68;265587
OS-1623;1.69;189989
OS-1624;1.69;199990
OS-1625;1.69;178492
OS-1626;1.69;287997
OS-1627;1.69;300097
OS-1628;1.69;157990
OS-1629;1.69;259200
OS-1630;1.69;189989
OS-1631;1.69;225509
OS-1632;1.69;230908
OS-1633;1.69;189989
OS-1634;1.7;174990
OS-1635;1.7;205000
OS-1636;1.7;260000
OS-1637;1.7;184000
OS-1638;1.7;270000
OS-1639;1.7;159090
OS-1640;1.7;183999
OS-1641;1.7;594990
OS-1642;1.7;259990
OS-1643;1.7;157989
OS-1644;1.7;228792
OS-1645;1.7;206996
OS-1646;1.7;235000
OS-1647;1.7;270000
OS-1648;1.7;186989
OS-1649;1.7;575119
OS-1650;1.7;174240
OS-1651;1.7;204989
OS-1652;1.7;177609
OS-1653;1.7;205000
OS-1654;1.7;294989
OS-1655;1.7;344989
OS-1656;1.7;245000
OS-1657;1.7;277658
OS-1658;1.7;209976
OS-1659;1.7;289999
OS-1660;1.7;159090
OS-1661;1.7;186989
OS-1662;1.7;280980
OS-1663;1.7;109242
OS-1664;1.7;209999
OS-1665;1.7;201087
OS-1666;1.7;242294
OS-1667;1.7;174990
OS-1668;1.71;484561
OS-1669;1.71;259990
OS-1670;1.71;219989
OS-1671;1.71;304990
OS-1672;1.71;231956
OS-1673;1.71;319990
OS-1674;1.72;219989
OS-1675;1.72;186969
OS-1676;1.72;189989
OS-1677;1.72;305561
OS-1678;1.72;229990
OS-1679;1.72;229990
OS-1680;1.72;305528
OS-1681;1.72;323502
OS-1682;1.73;189989
OS-1683;1.73;403944
OS-1684;1.73;220000
OS-1685;1.73;275001
OS-1686;1.73;225728
OS-1687;1.74;288114
OS-1688;1.74;229990
OS-1689;1.74;281602
OS-1690;1.74;350991
OS-1691;1.74;174991
OS-1692;1.74;174990
OS-1693;1.74;259801
OS-1694;1.74;271170
OS-1695;1.74;387100
OS-1696;1.74;219991
OS-1697;1.74;254990
OS-1698;1.74;219991
OS-1699;1.74;219991
OS-1700;1.74;189989
OS-1701;1.74;208882
OS-1702;1.74;219991
OS-1703;1.74;219991
OS-1704;1.74;712609
OS-1705;1.75;377990
OS-1706;1.75;179990
OS-1707;1.75;179990
OS-1708;1.75;234999
OS-1709;1.75;294990
OS-1710;1.75;220000
OS-1711;1.75;219999
OS-1712;1.75;219991
OS-1713;1.75;232090
OS-1714;1.75;359445
OS-1715;1.75;569877
OS-1716;1.75;323502
OS-1717;1.75;209990
OS-1718;1.75;202958
OS-1719;1.75;322000
OS-1720;1.75;332492
OS-1721;1.75;204760
OS-1722;1.76;307890
OS-1723;1.76;349990
OS-1724;1.76;208881
OS-1725;1.76;235601
OS-1726;1.76;197276
OS-1727;1.76;259990
OS-1728;1.77;250740
OS-1729;1.77;204991
OS-1730;1.77;197990
OS-1731;1.77;219989
OS-1732;1.77;174990
OS-1733;1.77;229990
OS-1734;1.77;219989
OS-1735;1.77;311841
OS-1736;1.77;197991
OS-1737;1.77;219989
OS-1738;1.77;254990
OS-1739;1.77;186989
OS-1740;1.77;254990
OS-1741;1.77;181723
OS-1742;1.77;259991
OS-1743;1.78;168999
OS-1744;1.78;215000
OS-1745;1.78;255693
OS-1746;1.78;375992
OS-1747;1.78;189989
OS-1748;1.78;195352
OS-1749;1.78;204989
OS-1750;1.78;250883
OS-1751;1.78;185713
OS-1752;1.78;204989
OS-1753;1.78;204989
OS-1754;1.78;194740
OS-1755;1.78;204989
OS-1756;1.78;307090
OS-1757;1.78;189989
OS-1758;1.78;204989
OS-1759;1.78;205000
OS-1760;1.78;209495
OS-1761;1.78;220990
OS-1762;1.78;294989
OS-1763;1.78;260000
OS-1764;1.78;344592
OS-1765;1.78;332497
OS-1766;1.79;178492
OS-1767;1.79;207615
OS-1768;1.79;185655
OS-1769;1.79;195318
OS-1770;1.79;175978
OS-1771;1.79;169990
OS-1772;1.79;174990
OS-1773;1.79;204989
OS-1774;1.79;204989
OS-1775;1.79;204989
OS-1776;1.79;174990
OS-1777;1.79;159089
OS-1778;1.79;194986
OS-1779;1.79;178492
OS-1780;1.79;220000
OS-1781;1.79;159991
OS-1782;1.79;184490
OS-1783;1.79;204989
OS-1784;1.79;583813
OS-1785;1.79;583813
OS-1786;1.79;189989
OS-1787;1.79;625114
OS-1788;1.8;294989
OS-1789;1.8;179989
OS-1790;1.8;299989
OS-1791;1.8;352784
OS-1792;1.8;229989
OS-1793;1.8;265490
OS-1794;1.8;250741
OS-1795;1.8;280616
OS-1796;1.8;275468
OS-1797;1.8;294990
OS-1798;1.8;294989
OS-1799;1.8;294989
OS-1800;1.8;250740
OS-1801;1.8;570000
OS-1802;1.8;360359
OS-1803;1.8;178492
OS-1804;1.8;2359891
OS-1805;1.8;189989
OS-1806;1.8;219989
OS-1807;1.8;281602
OS-1808;1.8;327922
OS-1809;1.8;217890
OS-1810;1.8;330213
OS-1811;1.8;265491
OS-1812;1.8;294990
OS-1813;1.8;294990
OS-1814;1.8;260000
OS-1815;1.8;219991
OS-1816;1.8;390000
OS-1817;1.8;224345
OS-1818;1.8;1077405
OS-1819;1.8;260000
OS-1820;1.8;739990
OS-1821;1.8;382491
OS-1822;1.8;270000
OS-1823;1.8;270005
OS-1824;1.8;185207
OS-1825;1.8;279599
OS-1826;1.8;329999
OS-1827;1.8;219989
OS-1828;1.8;259900
OS-1829;1.8;552473
OS-1830;1.8;204989
OS-1831;1.8;254499
OS-1832;1.8;193100
OS-1833;1.8;209990
OS-1834;1.8;276833
OS-1835;1.8;300000
OS-1836;1.8;284660
OS-1837;1.8;290060
OS-1838;1.8;290060
OS-1839;1.8;583813
OS-1840;1.81;322995
OS-1841;1.81;174990
OS-1842;1.81;312023
OS-1843;1.81;204991
OS-1844;1.81;197772
OS-1845;1.81;269990
OS-1846;1.81;259990
OS-1847;1.81;252744
OS-1848;1.81;229990
OS-1849;1.82;269999
OS-1850;1.82;232890
OS-1851;1.82;179990
OS-1852;1.82;278800
OS-1853;1.82;186989
OS-1854;1.82;184000
OS-1855;1.82;209990
OS-1856;1.82;259990
OS-1857;1.82;233990
OS-1858;1.82;648680
OS-1859;1.82;551378
OS-1860;1.82;527495
OS-1861;1.82;695048
OS-1862;1.83;294989
OS-1863;1.83;751409
OS-1864;1.83;285592
OS-1865;1.83;229990
OS-1866;1.83;256795
OS-1867;1.83;193600
OS-1868;1.83;271125
OS-1869;1.83;265491
OS-1870;1.83;364879
OS-1871;1.83;275001
OS-1872;1.83;294990
OS-1873;1.83;178492
OS-1874;1.83;204989
OS-1875;1.83;204989
OS-1876;1.83;217676
OS-1877;1.83;254290
OS-1878;1.83;117596
OS-1879;1.83;246860
OS-1880;1.83;229990
OS-1881;1.83;204989
OS-1882;1.83;299991
OS-1883;1.84;294989
OS-1884;1.84;299989
OS-1885;1.84;280086
OS-1886;1.84;270744
OS-1887;1.84;256698
OS-1888;1.84;228192
OS-1889;1.84;271130
OS-1890;1.84;219989
OS-1891;1.84;199989
OS-1892;1.84;512990
OS-1893;1.84;209000
OS-1894;1.84;174990
OS-1895;1.84;324000
OS-1896;1.84;204989
OS-1897;1.84;367324
OS-1898;1.84;204989
OS-1899;1.85;199990
OS-1900;1.85;199989
OS-1901;1.85;118881
OS-1902;1.85;106993
OS-1903;1.85;219989
OS-1904;1.85;186989
OS-1905;1.85;197991
OS-1906;1.85;202958
OS-1907;1.85;247000
OS-1908;1.85;245859
OS-1909;1.85;119001
OS-1910;1.85;209723
OS-1911;1.85;251674
OS-1912;1.85;242329
OS-1913;1.86;189989
OS-1914;1.86;304990
OS-1915;1.86;300745
OS-1916;1.86;159990
OS-1917;1.86;259990
OS-1918;1.86;278346
OS-1919;1.86;294990
OS-1920;1.86;219989
OS-1921;1.86;382491
OS-1922;1.86;424989
OS-1923;1.86;165293
OS-1924;1.86;199989
OS-1925;1.86;217089
OS-1926;1.86;263492
OS-1927;1.86;294990
OS-1928;1.86;199990
OS-1929;1.86;249989
OS-1930;1.86;259989
OS-1931;1.86;325000
OS-1932;1.86;219999
OS-1933;1.86;589978
OS-1934;1.86;254520
OS-1935;1.86;199990
OS-1936;1.86;294990
OS-1937;1.87;189989
OS-1938;1.87;215622
OS-1939;1.87;219989
OS-1940;1.87;699990
OS-1941;1.87;120000
OS-1942;1.87;197357
OS-1943;1.87;204989
OS-1944;1.88;632604
OS-1945;1.88;314999
OS-1946;1.88;199990
OS-1947;1.88;157989
OS-1948;1.88;197990
OS-1949;1.88;199990
OS-1950;1.88;227395
OS-1951;1.88;265491
OS-1952;1.88;294989
OS-1953;1.88;219989
OS-1954;1.88;332492
OS-1955;1.88;299211
OS-1956;1.89;221240
OS-1957;1.89;212510
OS-1958;1.89;294989
OS-1959;1.89;250741
OS-1960;1.89;209601
OS-1961;1.89;294990
OS-1962;1.89;209601
OS-1963;1.89;188559
OS-1964;1.89;254988
OS-1965;1.89;335929
OS-1966;1.89;373257
OS-1967;1.89;204989
OS-1968;1.89;169990
OS-1969;1.89;501492
OS-1970;1.89;274990
OS-1971;1.89;204989
OS-1972;1.89;196181
OS-1973;1.89;184490
OS-1974;1.9;249801
OS-1975;1.9;260414
OS-1976;1.9;299989
OS-1977;1.9;265490
OS-1978;1.9;294990
OS-1979;1.9;287721
OS-1980;1.9;265490
OS-1981;1.9;250000
OS-1982;1.9;265490
OS-1983;1.9;265491
OS-1984;1.9;265491
OS-1985;1.9;294990
OS-1986;1.9;294989
OS-1987;1.9;270000
OS-1988;1.9;319990
OS-1989;1.9;199990
OS-1990;1.9;265491
OS-1991;1.9;320889
OS-1992;1.9;340103
OS-1993;1.9;280240
OS-1994;1.9;356543
OS-1995;1.9;303062
OS-1996;1.9;265491
OS-1997;1.9;270000
OS-1998;1.9;205000
OS-1999;1.9;199825
OS-2000;1.9;288535
OS-2001;1.9;179990
OS-2002;1.9;220000
OS-2003;1.9;390002
OS-2004;1.9;271252
OS-2005;1.9;310000
OS-2006;1.9;282200
OS-2007;1.9;196093
OS-2008;1.9;141670
OS-2009;1.9;184201
OS-2010;1.9;312275
OS-2011;1.9;238133
OS-2012;1.9;209990
OS-2013;1.9;276113
OS-2014;1.9;199990
OS-2015;1.9;365096
OS-2016;1.91;204991
OS-2017;1.91;350000
OS-2018;1.91;204989
OS-2019;1.91;196100
OS-2020;1.91;224000
OS-2021;1.91;201185
OS-2022;1.92;179327
OS-2023;1.92;197991
OS-2024;1.92;269787
OS-2025;1.92;319990
OS-2026;1.92;189989
OS-2027;1.92;218405
OS-2028;1.92;189989
OS-2029;1.92;189989
OS-2030;1.92;292990
OS-2031;1.92;189989
OS-2032;1.92;230000
OS-2033;1.92;313063
OS-2034;1.92;290600
OS-2035;1.92;331491
OS-2036;1.92;417762
OS-2037;1.92;299999
OS-2038;1.92;179990
OS-2039;1.92;237992
OS-2040;1.92;269990
OS-2041;1.92;204991
OS-2042;1.92;629769
OS-2043;1.93;780000
OS-2044;1.93;259989
OS-2045;1.93;184000
OS-2046;1.93;305890
OS-2047;1.93;290699
OS-2048;1.93;350991
OS-2049;1.93;193540
OS-2050;1.93;277101
OS-2051;1.93;259847
OS-2052;1.93;311258
OS-2053;1.93;299156
OS-2054;1.93;309990
OS-2055;1.94;299295
OS-2056;1.94;250740
OS-2057;1.94;287424
OS-2058;1.94;229990
OS-2059;1.94;199989
OS-2060;1.94;374990
OS-2061;1.94;219989
OS-2062;1.94;259578
OS-2063;1.94;272090
OS-2064;1.94;299999
OS-2065;1.94;287663
OS-2066;1.94;143775
OS-2067;1.94;259990
OS-2068;1.94;280711
OS-2069;1.94;259904
OS-2070;1.95;259990
OS-2071;1.95;259990
OS-2072;1.95;178492
OS-2073;1.95;194992
OS-2074;1.95;272099
OS-2075;1.95;244881
OS-2076;1.95;331491
OS-2077;1.95;204989
OS-2078;1.95;204989
OS-2079;1.95;265490
OS-2080;1.95;274535
OS-2081;1.95;413000
OS-2082;1.95;268989
OS-2083;1.95;204989
OS-2084;1.95;204991
OS-2085;1.95;269992
OS-2086;1.95;263848
OS-2087;1.95;199989
OS-2088;1.95;247130
OS-2089;1.95;180418
OS-2090;1.95;184346
OS-2091;1.95;269990
OS-2092;1.95;184444
OS-2093;1.95;288000
OS-2094;1.95;183323
OS-2095;1.95;184492
OS-2096;1.95;204991
OS-2097;1.96;272890
OS-2098;1.96;254992
OS-2099;1.96;188262
OS-2100;1.96;250741
OS-2101;1.96;204989
OS-2102;1.96;204524
OS-2103;1.96;204524
OS-2104;1.96;204524
OS-2105;1.96;258993
OS-2106;1.96;174242
OS-2107;1.96;219786
OS-2108;1.96;197808
OS-2109;1.97;179990
OS-2110;1.97;204992
OS-2111;1.97;194007
OS-2112;1.97;184490
OS-2113;1.97;212572
OS-2114;1.97;204989
OS-2115;1.97;204991
OS-2116;1.97;204989
OS-2117;1.97;269990
OS-2118;1.97;227592
OS-2119;1.97;204991
OS-2120;1.97;217091
OS-2121;1.97;204989
OS-2122;1.97;265491
OS-2123;1.97;204991
OS-2124;1.97;217091
OS-2125;1.97;229043
OS-2126;1.97;291130
OS-2127;1.98;179989
OS-2128;1.98;219989
OS-2129;1.98;204991
OS-2130;1.98;174241
OS-2131;1.98;234163
OS-2132;1.98;196225
OS-2133;1.98;195953
OS-2134;1.98;197991
OS-2135;1.98;199990
OS-2136;1.98;204991
OS-2137;1.98;204991
OS-2138;1.98;285126
OS-2139;1.98;219989
OS-2140;1.98;219989
OS-2141;1.98;232889
OS-2142;1.98;250741
OS-2143;1.98;250741
OS-2144;1.98;269990
OS-2145;1.98;569990
OS-2146;1.98;484492
OS-2147;1.98;569990
OS-2148;1.98;271941
OS-2149;1.98;253798
OS-2150;1.98;249990
OS-2151;1.98;294990
OS-2152;1.99;163417
OS-2153;1.99;265490
OS-2154;1.99;679749
OS-2155;1.99;219991
OS-2156;1.99;184467
OS-2157;1.99;217990
OS-2158;1.99;197990
OS-2159;1.99;250741
OS-2160;1.99;159991
OS-2161;2;1836125
OS-2162;2;730280
OS-2163;2;4637610
OS-2164;2;2918906
OS-2165;2;1538721
OS-2166;2;4372221
OS-2167;2;156938
OS-2168;2;119000
OS-2169;2;142000
OS-2170;2;395614
OS-2171;2;322629
OS-2172;2;424256
OS-2173;2;106672
OS-2174;2;199989
OS-2175;2;368118
OS-2176;2;204989
OS-2177;2;347302
OS-2178;2;229989
OS-2179;2;165900
OS-2180;2;115668
OS-2181;2;199990
OS-2182;2;157408
OS-2183;2;309648
OS-2184;2;149990
OS-2185;2;331128
OS-2186;2;128520
OS-2187;2;465386
OS-2188;2;118524
OS-2189;2;220838
OS-2190;2;118524
OS-2191;2;118524
OS-2192;2;181448
OS-2193;2;204999
OS-2194;2;300000
OS-2195;2;269574
OS-2196;2;411275
OS-2197;2;1842509
OS-2198;2;196101
OS-2199;2;130900
OS-2200;2;277816
OS-2201;2;118524
OS-2202;2;386832
OS-2203;2;295000
OS-2204;2;209990
OS-2205;2;106672
OS-2206;2;441676
OS-2207;2;295000
OS-2208;2;270000
OS-2209;2;229989
OS-2210;2;270000
OS-2211;2;371201
OS-2212;2;270000
OS-2213;2;377021
OS-2214;2;206000
OS-2215;2;118524
OS-2216;2;549423
OS-2217;2;173502
OS-2218;2;414422
OS-2219;2;190360
OS-2220;2;106672
OS-2221;2;204991
OS-2222;2;162108
OS-2223;2;299989
OS-2224;2;166367
OS-2225;2;124055
OS-2226;2;260000
OS-2227;2;331128
OS-2228;2;124000
OS-2229;2;130900
OS-2230;2;261800
OS-2231;2;274550
OS-2232;2;133849
OS-2233;2;100745
OS-2234;2;106672
OS-2235;2;204989
OS-2236;2;862116
OS-2237;2;289196
OS-2238;2;205732
OS-2239;2;289870
OS-2240;2;200375
OS-2241;2;203373
OS-2242;2;106672
OS-2243;2;204991
OS-2244;2;100745
OS-2245;2;209834
OS-2246;2;130900
OS-2247;2;208240
OS-2248;2;235990
OS-2249;2;269574
OS-2250;2;106672
OS-2251;2;174898
OS-2252;2;269999
OS-2253;2;181448
OS-2254;2;128520
OS-2255;2;198853
OS-2256;2;465386
OS-2257;2;174990
OS-2258;2;266254
OS-2259;2;163303
OS-2260;2;260253
OS-2261;2;184490
OS-2262;2;206008
OS-2263;2;181448
OS-2264;2;265490
OS-2265;2;118524
OS-2266;2;118524
OS-2267;2;465386
OS-2268;2;187467
OS-2269;2;240074
OS-2270;2;277769
OS-2271;2;204989
OS-2272;2;118524
OS-2273;2;118524
OS-2274;2;197991
OS-2275;2;197765
OS-2276;2;491421
OS-2277;2;106672
OS-2278;2;357973
OS-2279;2;516743
OS-2280;2;268997
OS-2281;2;118524
OS-2282;2;269991
